abilities	against_bug	against_dark	against_dragon	against_electric	against_fairy	against_fight	against_fire	against_flying	against_ghost	against_grass	against_ground	against_ice	against_normal	against_poison	against_psychic	against_rock	against_steel	against_water	attack	base_egg_steps	base_happiness	base_total	capture_rate	classfication	defense	experience_growth	hp	japanese_name	name	pokedex_number	sp_attack	sp_defense	speed	type1	generation	is_legendary
"['Oblivious', 'Simple', 'Own Tempo']"	0.5	1	1	0	0.5	1	0.5	1	1	1	2	1	1	0.5	1	1	0.5	4	60	5120	70	305	255	Numb Pokmon	40	1000000	60	Donmelドンメル	Numel	322	65	45	35	fire	3	0
"['Magma Armor', 'Solid Rock', 'Anger Point']"	0.5	1	1	0	0.5	1	0.5	1	1	1	2	1	1	0.5	1	1	0.5	4	120	5120	70	560	150	Eruption Pokmon	100	1000000	70	Bakuudaバクーダ	Camerupt	323	145	105	20	fire	3	0
"['White Smoke', 'Drought', 'Shell Armor']"	0.5	1	1	1	0.5	1	0.5	1	1	0.5	2	0.5	1	1	1	2	0.5	2	85	5120	70	470	90	Coal Pokmon	140	1000000	70	Cotoiseコータス	Torkoal	324	85	70	20	fire	3	0
"['Thick Fat', 'Own Tempo', 'Gluttony']"	2	2	1	1	1	0.5	1	1	2	1	1	1	1	1	0.5	1	1	1	25	5120	70	330	255	Bounce Pokmon	35	800000	60	Banebooバネブー	Spoink	325	70	80	60	psychic	3	0
"['Thick Fat', 'Own Tempo', 'Gluttony']"	2	2	1	1	1	0.5	1	1	2	1	1	1	1	1	0.5	1	1	1	45	5120	70	470	60	Manipulate Pokmon	65	800000	80	Boopigブーピッグ	Grumpig	326	90	110	80	psychic	3	0
"['Own Tempo', 'Tangled Feet', 'Contrary']"	1	1	1	1	1	2	1	1	0	1	1	1	1	1	1	1	1	1	60	3840	70	360	255	Spot Panda Pokmon	60	800000	60	Patcheelパッチール	Spinda	327	60	60	60	normal	3	0
"['Hyper Cutter', 'Arena Trap', 'Sheer Force']"	1	1	1	0	1	1	1	1	1	2	1	2	1	0.5	1	0.5	1	2	100	5120	70	290	255	Ant Pit Pokmon	45	1059860	45	Nuckrarナックラー	Trapinch	328	45	45	10	ground	3	0
['Levitate']	1	1	2	0	2	1	0.5	1	1	1	1	4	1	0.5	1	0.5	1	1	70	5120	70	340	120	Vibration Pokmon	50	1059860	50	Vibravaビブラーバ	Vibrava	329	50	50	70	ground	3	0
['Levitate']	1	1	2	0	2	1	0.5	1	1	1	1	4	1	0.5	1	0.5	1	1	100	5120	70	520	45	Mystic Pokmon	80	1059860	80	Flygonフライゴン	Flygon	330	80	80	100	ground	3	0
"['Sand Veil', 'Water Absorb']"	2	1	1	0.5	1	1	2	2	1	0.5	0.5	2	1	2	1	1	1	0.5	85	5120	35	335	190	Cactus Pokmon	40	1059860	50	Saboneaサボネア	Cacnea	331	85	40	35	grass	3	0
"['Sand Veil', 'Water Absorb']"	4	0.5	1	0.5	2	2	2	2	0.5	0.5	0.5	2	1	2	0	1	1	0.5	115	5120	35	475	60	Scarecrow Pokmon	60	1059860	70	Noctusノクタス	Cacturne	332	115	60	55	grass	3	0
"['Natural Cure', 'Cloud Nine']"	0.5	1	1	2	1	1	1	1	0	0.5	0	2	1	1	1	2	1	1	40	5120	70	310	255	Cotton Bird Pokmon	60	600000	45	Tylttoチルット	Swablu	333	40	75	50	normal	3	0
"['Natural Cure', 'Cloud Nine']"	0.5	1	2	1	2	0.5	0.5	1	1	0.25	0	4	1	1	1	2	1	0.5	110	5120	70	590	45	Humming Pokmon	110	600000	75	Tyltalisチルタリス	Altaria	334	110	105	80	dragon	3	0
"['Immunity', 'Toxic Boost']"	1	1	1	1	1	2	1	1	0	1	1	1	1	1	1	1	1	1	115	5120	70	458	90	Cat Ferret Pokmon	60	600000	73	Zangooseザングース	Zangoose	335	60	60	90	normal	3	0
"['Shed Skin', 'Infiltrator']"	0.5	1	1	1	0.5	0.5	1	1	1	0.5	2	1	1	0.5	2	1	1	1	100	5120	70	458	90	Fang Snake Pokmon	60	1640000	73	Habunakeハブネーク	Seviper	336	100	60	65	poison	3	0
['Levitate']	2	2	1	1	1	1	0.5	0.5	2	2	2	1	0.5	0.5	0.5	1	2	2	55	6400	70	460	45	Meteorite Pokmon	65	800000	90	Lunatoneルナトーン	Lunatone	337	95	85	70	rock	3	0
['Levitate']	2	2	1	1	1	1	0.5	0.5	2	2	2	1	0.5	0.5	0.5	1	2	2	95	6400	70	460	45	Meteorite Pokmon	85	800000	90	Solrockソルロック	Solrock	338	55	65	70	rock	3	0
"['Oblivious', 'Anticipation', 'Hydration']"	1	1	1	0	1	1	0.5	1	1	4	1	1	1	0.5	1	0.5	0.5	1	48	5120	70	288	190	Whiskers Pokmon	43	1000000	50	Dojoachドジョッチ	Barboach	339	46	41	60	water	3	0
"['Oblivious', 'Anticipation', 'Hydration']"	1	1	1	0	1	1	0.5	1	1	4	1	1	1	0.5	1	0.5	0.5	1	78	5120	70	468	75	Whiskers Pokmon	73	1000000	110	Namazunナマズン	Whiscash	340	76	71	60	water	3	0
"['Hyper Cutter', 'Shell Armor', 'Adaptability']"	1	1	1	2	1	1	0.5	1	1	2	1	0.5	1	1	1	1	0.5	0.5	80	3840	70	308	205	Ruffian Pokmon	65	1640000	43	Heiganiヘイガニ	Corphish	341	50	35	35	water	3	0
"['Hyper Cutter', 'Shell Armor', 'Adaptability']"	2	0.5	1	2	2	2	0.5	1	0.5	2	1	0.5	1	1	0	1	0.5	0.5	120	3840	70	468	155	Rogue Pokmon	85	1640000	63	Shizarigerシザリガー	Crawdaunt	342	90	55	55	water	3	0
['Levitate']	2	2	1	0	1	0.5	1	1	2	2	1	2	1	0.5	0.5	0.5	1	2	40	5120	70	300	255	Clay Doll Pokmon	55	1000000	40	Yajilonヤジロン	Baltoy	343	40	70	55	ground	3	0
['Levitate']	2	2	1	0	1	0.5	1	1	2	2	1	2	1	0.5	0.5	0.5	1	2	70	5120	70	500	90	Clay Doll Pokmon	105	1000000	60	Nendollネンドール	Claydol	344	70	120	75	ground	3	0
"['Suction Cups', 'Storm Drain']"	2	1	1	0.5	1	2	1	1	1	1	1	2	0.5	1	1	1	2	1	41	7680	70	355	45	Sea Lily Pokmon	77	600000	66	Lilylaリリーラ	Lileep	345	61	87	23	rock	3	0
"['Suction Cups', 'Storm Drain']"	2	1	1	0.5	1	2	1	1	1	1	1	2	0.5	1	1	1	2	1	81	7680	70	495	45	Barnacle Pokmon	97	600000	86	Yuradleユレイドル	Cradily	346	81	107	43	rock	3	0
"['Battle Armor', 'Swift Swim']"	1	1	1	1	1	1	1	1	1	1	1	1	0.5	0.5	1	2	2	2	95	7680	70	355	45	Old Shrimp Pokmon	50	600000	45	Anopthアノプス	Anorith	347	40	50	75	rock	3	0
"['Battle Armor', 'Swift Swim']"	1	1	1	1	1	1	1	1	1	1	1	1	0.5	0.5	1	2	2	2	125	7680	70	495	45	Plate Pokmon	100	600000	75	Armaldoアーマルド	Armaldo	348	70	80	45	rock	3	0
"['Swift Swim', 'Oblivious', 'Adaptability']"	1	1	1	2	1	1	0.5	1	1	2	1	0.5	1	1	1	1	0.5	0.5	15	5120	70	200	255	Fish Pokmon	20	600000	20	Hinbassヒンバス	Feebas	349	10	55	80	water	3	0
"['Marvel Scale', 'Competitive', 'Cute Charm']"	1	1	1	2	1	1	0.5	1	1	2	1	0.5	1	1	1	1	0.5	0.5	60	5120	70	540	60	Tender Pokmon	79	600000	95	Milokarossミロカロス	Milotic	350	100	125	81	water	3	0
['Forecast']	1	1	1	1	1	2	1	1	0	1	1	1	1	1	1	1	1	1	70	6400	70	420	45	Weather Pokmon	70	1000000	70	Powalenポワルン	Castform	351	70	70	70	normal	3	0
"['Color Change', 'Protean']"	1	1	1	1	1	2	1	1	0	1	1	1	1	1	1	1	1	1	90	5120	70	440	200	Color Swap Pokmon	70	1059860	60	Kakureonカクレオン	Kecleon	352	60	120	40	normal	3	0
"['Insomnia', 'Frisk', 'Cursed Body']"	0.5	2	1	1	1	0	1	1	2	1	1	1	0	0.5	1	1	1	1	75	6400	35	295	225	Puppet Pokmon	35	800000	44	Kagebouzuカゲボウズ	Shuppet	353	63	33	45	ghost	3	0
"['Insomnia', 'Frisk', 'Cursed Body']"	0.5	2	1	1	1	0	1	1	2	1	1	1	0	0.5	1	1	1	1	165	6400	35	555	45	Marionette Pokmon	75	800000	64	Juppetaジュペッタ	Banette	354	93	83	75	ghost	3	0
"['Levitate', 'Frisk']"	0.5	2	1	1	1	0	1	1	2	1	1	1	0	0.5	1	1	1	1	40	6400	35	295	190	Requiem Pokmon	90	800000	20	Yomawaruヨマワル	Duskull	355	30	90	25	ghost	3	0
"['Pressure', 'Frisk']"	0.5	2	1	1	1	0	1	1	2	1	1	1	0	0.5	1	1	1	1	70	6400	35	455	90	Beckon Pokmon	130	800000	40	Samayouruサマヨール	Dusclops	356	60	130	25	ghost	3	0
"['Chlorophyll', 'Solar Power', 'Harvest']"	1	1	1	1	1	0.5	2	2	1	0.25	0	4	1	2	1	2	1	0.5	68	6400	70	460	200	Fruit Pokmon	83	1250000	99	Tropiusトロピウス	Tropius	357	72	87	51	grass	3	0
['Levitate']	2	2	1	1	1	0.5	1	1	2	1	1	1	1	1	0.5	1	1	1	50	6400	70	455	45	Wind Chime Pokmon	80	800000	75	Chireanチリーン	Chimecho	358	95	90	65	psychic	3	0
"['Pressure', 'Super Luck', 'Justified']"	2	0.5	1	1	2	2	1	1	0.5	1	1	1	1	1	0	1	1	1	150	6400	35	565	30	Disaster Pokmon	60	1059860	65	Absolアブソル	Absol	359	115	60	115	dark	3	0
"['Shadow Tag', 'Telepathy']"	2	2	1	1	1	0.5	1	1	2	1	1	1	1	1	0.5	1	1	1	23	5120	70	260	125	Bright Pokmon	48	1000000	95	Sohnanoソーナノ	Wynaut	360	23	48	23	psychic	3	0
"['Inner Focus', 'Ice Body', 'Moody']"	1	1	1	1	1	2	2	1	1	1	1	0.5	1	1	1	2	2	1	50	5120	70	300	190	Snow Hat Pokmon	50	1000000	50	Yukiwarashiユキワラシ	Snorunt	361	50	50	50	ice	3	0
"['Inner Focus', 'Ice Body', 'Moody']"	1	1	1	1	1	2	2	1	1	1	1	0.5	1	1	1	2	2	1	120	5120	70	580	75	Face Pokmon	80	1000000	80	Onigohriオニゴーリ	Glalie	362	120	80	100	ice	3	0
"['Thick Fat', 'Ice Body', 'Oblivious']"	1	1	1	2	1	2	1	1	1	2	1	0.25	1	1	1	2	1	0.5	40	5120	70	290	255	Clap Pokmon	50	1059860	70	Tamazarashiタマザラシ	Spheal	363	55	50	25	ice	3	0
"['Thick Fat', 'Ice Body', 'Oblivious']"	1	1	1	2	1	2	1	1	1	2	1	0.25	1	1	1	2	1	0.5	60	5120	70	410	120	Ball Roll Pokmon	70	1059860	90	Todogglerトドグラー	Sealeo	364	75	70	45	ice	3	0
"['Thick Fat', 'Ice Body', 'Oblivious']"	1	1	1	2	1	2	1	1	1	2	1	0.25	1	1	1	2	1	0.5	80	5120	70	530	45	Ice Break Pokmon	90	1059860	110	Todoserugaトドゼルガ	Walrein	365	95	90	65	ice	3	0
"['Shell Armor', 'Rattled']"	1	1	1	2	1	1	0.5	1	1	2	1	0.5	1	1	1	1	0.5	0.5	64	5120	70	345	255	Bivalve Pokmon	85	600000	35	Pearluluパールル	Clamperl	366	74	55	32	water	3	0
"['Swift Swim', 'Water Veil']"	1	1	1	2	1	1	0.5	1	1	2	1	0.5	1	1	1	1	0.5	0.5	104	5120	70	485	60	Deep Sea Pokmon	105	600000	55	Huntailハンテール	Huntail	367	94	75	52	water	3	0
"['Swift Swim', 'Hydration']"	1	1	1	2	1	1	0.5	1	1	2	1	0.5	1	1	1	1	0.5	0.5	84	5120	70	485	60	South Sea Pokmon	105	600000	55	Sakurabyssサクラビス	Gorebyss	368	114	75	52	water	3	0
"['Swift Swim', 'Rock Head', 'Sturdy']"	1	1	1	2	1	2	0.25	0.5	1	4	2	0.5	0.5	0.5	1	1	1	1	90	10240	70	485	25	Longevity Pokmon	130	1250000	100	Glanthジーランス	Relicanth	369	45	65	55	water	3	0
"['Swift Swim', 'Hydration']"	1	1	1	2	1	1	0.5	1	1	2	1	0.5	1	1	1	1	0.5	0.5	30	5120	70	330	225	Rendezvous Pokmon	55	800000	43	Lovecusラブカス	Luvdisc	370	40	65	97	water	3	0
"['Rock Head', 'Sheer Force']"	1	1	2	0.5	2	1	0.5	1	1	0.5	1	2	1	1	1	1	1	0.5	75	10240	35	300	45	Rock Head Pokmon	60	1250000	45	Tatsubayタツベイ	Bagon	371	40	30	50	dragon	3	0
"['Rock Head', 'Overcoat']"	1	1	2	0.5	2	1	0.5	1	1	0.5	1	2	1	1	1	1	1	0.5	95	10240	35	420	45	Endurance Pokmon	100	1250000	65	Komoruuコモルー	Shelgon	372	60	50	50	dragon	3	0
"['Intimidate', 'Moxie']"	0.5	1	2	1	2	0.5	0.5	1	1	0.25	0	4	1	1	1	2	1	0.5	145	10240	35	700	45	Dragon Pokmon	130	1250000	95	Bohmanderボーマンダ	Salamence	373	120	90	120	dragon	3	0
"['Clear Body', 'Light Metal']"	1	2	0.5	1	0.5	1	2	0.5	2	0.5	2	0.5	0.5	0	0.25	0.5	0.5	1	55	10240	35	300	3	Iron Ball Pokmon	80	1250000	40	Dumbberダンバル	Beldum	374	35	60	30	steel	3	0
"['Clear Body', 'Light Metal']"	1	2	0.5	1	0.5	1	2	0.5	2	0.5	2	0.5	0.5	0	0.25	0.5	0.5	1	75	10240	35	420	3	Iron Claw Pokmon	100	1250000	60	Metangメタング	Metang	375	55	80	50	steel	3	0
"['Clear Body', 'Light Metal']"	1	2	0.5	1	0.5	1	2	0.5	2	0.5	2	0.5	0.5	0	0.25	0.5	0.5	1	145	10240	35	700	3	Iron Leg Pokmon	150	1250000	80	Metagrossメタグロス	Metagross	376	105	110	110	steel	3	0
"['Clear Body', 'Sturdy']"	1	1	1	1	1	2	0.5	0.5	1	2	2	1	0.5	0.5	1	1	2	2	100	20480	35	580	3	Rock Peak Pokmon	200	1250000	80	Regirockレジロック	Regirock	377	50	100	50	rock	3	1
"['Clear Body', 'Ice Body']"	1	1	1	1	1	2	2	1	1	1	1	0.5	1	1	1	2	2	1	50	20480	35	580	3	Iceberg Pokmon	100	1250000	80	Regiceレジアイス	Regice	378	100	200	50	ice	3	1
"['Clear Body', 'Light Metal']"	0.5	1	0.5	1	0.5	2	2	0.5	1	0.5	2	0.5	0.5	0	0.5	0.5	0.5	1	75	20480	35	580	3	Iron Pokmon	150	1250000	80	Registeelレジスチル	Registeel	379	75	150	50	steel	3	1
['Levitate']	2	2	2	0.5	2	0.5	0.5	1	2	0.5	1	2	1	1	0.5	1	1	0.5	100	30720	90	700	3	Eon Pokmon	120	1250000	80	Latiasラティアス	Latias	380	140	150	110	dragon	3	1
['Levitate']	2	2	2	0.5	2	0.5	0.5	1	2	0.5	1	2	1	1	0.5	1	1	0.5	130	30720	90	700	3	Eon Pokmon	100	1250000	80	Latiosラティオス	Latios	381	160	120	110	dragon	3	1
['Drizzle']	1	1	1	2	1	1	0.5	1	1	2	1	0.5	1	1	1	1	0.5	0.5	150	30720	0	770	3	Sea Basin Pokmon	90	1250000	100	Kyogreカイオーガ	Kyogre	382	180	160	90	water	3	1
['Drought']	1	1	1	0	1	1	1	1	1	2	1	2	1	0.5	1	0.5	1	2	180	30720	0	770	3	Continent Pokmon	160	1250000	100	Groudonグラードン	Groudon	383	150	90	90	ground	3	1
['Air Lock']	0.5	1	2	1	2	0.5	0.5	1	1	0.25	0	4	1	1	1	2	1	0.5	180	30720	0	780	45	Sky High Pokmon	100	1250000	105	Rayquazaレックウザ	Rayquaza	384	180	100	115	dragon	3	1
['Serene Grace']	1	2	0.5	1	0.5	1	2	0.5	2	0.5	2	0.5	0.5	0	0.25	0.5	0.5	1	100	30720	100	600	3	Wish Pokmon	100	1250000	100	Jirachiジラーチ	Jirachi	385	100	100	100	steel	3	1
['Pressure']	2	2	1	1	1	0.5	1	1	2	1	1	1	1	1	0.5	1	1	1	95	30720	0	600	3	DNA Pokmon	90	1250000	50	Deoxysデオキシス	Deoxys	386	95	90	180	psychic	3	1
"['Overgrow', 'Shell Armor']"	2	1	1	0.5	1	1	2	2	1	0.5	0.5	2	1	2	1	1	1	0.5	68	5120	70	318	45	Tiny Leaf Pokmon	64	1059860	55	Naetleナエトル	Turtwig	387	45	55	31	grass	4	0
"['Overgrow', 'Shell Armor']"	2	1	1	0.5	1	1	2	2	1	0.5	0.5	2	1	2	1	1	1	0.5	89	5120	70	405	45	Grove Pokmon	85	1059860	75	Hayashigameハヤシガメ	Grotle	388	55	65	36	grass	4	0
"['Overgrow', 'Shell Armor']"	2	1	1	0	1	1	2	2	1	1	0.5	4	1	1	1	0.5	1	1	109	5120	70	525	45	Continent Pokmon	105	1059860	95	Dodaitoseドダイトス	Torterra	389	75	85	56	grass	4	0
"['Blaze', 'Iron Fist']"	0.5	1	1	1	0.5	1	0.5	1	1	0.5	2	0.5	1	1	1	2	0.5	2	58	5120	70	309	45	Chimp Pokmon	44	1059860	44	Hikozaruヒコザル	Chimchar	390	58	44	61	fire	4	0
"['Blaze', 'Iron Fist']"	0.25	0.5	1	1	1	1	0.5	2	1	0.5	2	0.5	1	1	2	1	0.5	2	78	5120	70	405	45	Playful Pokmon	52	1059860	64	Moukazaruモウカザル	Monferno	391	78	52	81	fire	4	0
"['Blaze', 'Iron Fist']"	0.25	0.5	1	1	1	1	0.5	2	1	0.5	2	0.5	1	1	2	1	0.5	2	104	5120	70	534	45	Flame Pokmon	71	1059860	76	Goukazaruゴウカザル	Infernape	392	104	71	108	fire	4	0
"['Torrent', 'Defiant']"	1	1	1	2	1	1	0.5	1	1	2	1	0.5	1	1	1	1	0.5	0.5	51	5120	70	314	45	Penguin Pokmon	53	1059860	53	Pochamaポッチャマ	Piplup	393	61	56	40	water	4	0
"['Torrent', 'Defiant']"	1	1	1	2	1	1	0.5	1	1	2	1	0.5	1	1	1	1	0.5	0.5	66	5120	70	405	45	Penguin Pokmon	68	1059860	64	Pottaishiポッタイシ	Prinplup	394	81	76	50	water	4	0
"['Torrent', 'Defiant']"	0.5	1	0.5	2	0.5	2	1	0.5	1	1	2	0.25	0.5	0	0.5	0.5	0.25	0.5	86	5120	70	530	45	Emperor Pokmon	88	1059860	84	Emperteエンペルト	Empoleon	395	111	101	60	water	4	0
"['Keen Eye', 'Reckless']"	0.5	1	1	2	1	1	1	1	0	0.5	0	2	1	1	1	2	1	1	55	3840	70	245	255	Starling Pokmon	30	1059860	40	Mukkuruムックル	Starly	396	30	30	60	normal	4	0
"['Intimidate', 'Reckless']"	0.5	1	1	2	1	1	1	1	0	0.5	0	2	1	1	1	2	1	1	75	3840	70	340	120	Starling Pokmon	50	1059860	55	Mukubirdムクバード	Staravia	397	40	40	80	normal	4	0
"['Intimidate', 'Reckless']"	0.5	1	1	2	1	1	1	1	0	0.5	0	2	1	1	1	2	1	1	120	3840	70	485	45	Predator Pokmon	70	1059860	85	Mukuhawkムクホーク	Staraptor	398	50	60	100	normal	4	0
"['Simple', 'Unaware', 'Moody']"	1	1	1	1	1	2	1	1	0	1	1	1	1	1	1	1	1	1	45	3840	70	250	255	Plump Mouse Pokmon	40	1000000	59	Bippaビッパ	Bidoof	399	35	40	31	normal	4	0
"['Simple', 'Unaware', 'Moody']"	1	1	1	2	1	2	0.5	1	0	2	1	0.5	1	1	1	1	0.5	0.5	85	3840	70	410	127	Beaver Pokmon	60	1000000	79	Beadaruビーダル	Bibarel	400	55	60	71	normal	4	0
"['Shed Skin', 'Run Away']"	1	1	1	1	1	0.5	2	2	1	0.5	0.5	1	1	1	1	2	1	1	25	3840	70	194	255	Cricket Pokmon	41	1059860	37	Korobohshiコロボーシ	Kricketot	401	25	41	25	bug	4	0
"['Swarm', 'Technician']"	1	1	1	1	1	0.5	2	2	1	0.5	0.5	1	1	1	1	2	1	1	85	3840	70	384	45	Cricket Pokmon	51	1059860	77	Korotockコロトック	Kricketune	402	55	51	65	bug	4	0
"['Rivalry', 'Intimidate', 'Guts']"	1	1	1	0.5	1	1	1	0.5	1	1	2	1	1	1	1	1	0.5	1	65	5120	70	263	235	Flash Pokmon	34	1059860	45	Kolinkコリンク	Shinx	403	40	34	45	electric	4	0
"['Rivalry', 'Intimidate', 'Guts']"	1	1	1	0.5	1	1	1	0.5	1	1	2	1	1	1	1	1	0.5	1	85	5120	100	363	120	Spark Pokmon	49	1059860	60	Luxioルクシオ	Luxio	404	60	49	60	electric	4	0
"['Rivalry', 'Intimidate', 'Guts']"	1	1	1	0.5	1	1	1	0.5	1	1	2	1	1	1	1	1	0.5	1	120	5120	70	523	45	Gleam Eyes Pokmon	79	1059860	80	Rentorarレントラー	Luxray	405	95	79	70	electric	4	0
"['Natural Cure', 'Poison Point', 'Leaf Guard']"	1	1	1	0.5	0.5	0.5	2	2	1	0.25	1	2	1	1	2	1	1	0.5	30	5120	70	280	255	Bud Pokmon	35	1059860	40	Subomieスボミー	Budew	406	50	70	55	grass	4	0
"['Natural Cure', 'Poison Point', 'Technician']"	1	1	1	0.5	0.5	0.5	2	2	1	0.25	1	2	1	1	2	1	1	0.5	70	5120	70	515	75	Bouquet Pokmon	65	1059860	60	Roseradeロズレイド	Roserade	407	125	105	90	grass	4	0
"['Mold Breaker', 'Sheer Force']"	1	1	1	1	1	2	0.5	0.5	1	2	2	1	0.5	0.5	1	1	2	2	125	7680	70	350	45	Head Butt Pokmon	40	600000	67	Zugaidosズガイドス	Cranidos	408	30	30	58	rock	4	0
"['Mold Breaker', 'Sheer Force']"	1	1	1	1	1	2	0.5	0.5	1	2	2	1	0.5	0.5	1	1	2	2	165	7680	70	495	45	Head Butt Pokmon	60	600000	97	Rampaldラムパルド	Rampardos	409	65	50	58	rock	4	0
"['Sturdy', 'Soundproof']"	0.5	1	0.5	1	0.5	4	1	0.25	1	1	4	0.5	0.25	0	0.5	0.5	1	2	42	7680	70	350	45	Shield Pokmon	118	600000	30	Tatetopsタテトプス	Shieldon	410	42	88	30	rock	4	0
"['Sturdy', 'Soundproof']"	0.5	1	0.5	1	0.5	4	1	0.25	1	1	4	0.5	0.25	0	0.5	0.5	1	2	52	7680	70	495	45	Shield Pokmon	168	600000	60	Toridepsトリデプス	Bastiodon	411	47	138	30	rock	4	0
"['Shed Skin', 'Overcoat']"	1	1	1	1	1	0.5	2	2	1	0.5	0.5	1	1	1	1	2	1	1	29	3840	70	224	120	Bagworm Pokmon	45	1000000	40	Minomucchiミノムッチ	Burmy	412	29	45	36	bug	4	0
"['Anticipation', 'Overcoat']"	2	1	1	0.5	1	0.5	4	4	1	0.25	0.25	2	1	2	1	2	1	0.5	69	3840	70	424	45	Bagworm Pokmon	95	1000000	60	Minomadam (kusaki No Mino)ミノマダム	Wormadam	413	69	95	36	bug	4	0
"['Swarm', 'Tinted Lens']"	0.5	1	1	2	1	0.25	2	2	1	0.25	0	2	1	1	1	4	1	1	94	3840	70	424	45	Moth Pokmon	50	1000000	70	Gamaleガーメイル	Mothim	414	94	50	66	bug	4	0
"['Honey Gather', 'Hustle']"	0.5	1	1	2	1	0.25	2	2	1	0.25	0	2	1	1	1	4	1	1	30	3840	70	244	120	Tiny Bee Pokmon	42	1059860	30	Mitsuhoneyミツハニー	Combee	415	30	42	70	bug	4	0
"['Pressure', 'Unnerve']"	0.5	1	1	2	1	0.25	2	2	1	0.25	0	2	1	1	1	4	1	1	80	3840	70	474	45	Beehive Pokmon	102	1059860	70	Beequenビークイン	Vespiquen	416	80	102	40	bug	4	0
"['Run Away', 'Pickup', 'Volt Absorb']"	1	1	1	0.5	1	1	1	0.5	1	1	2	1	1	1	1	1	0.5	1	45	2560	100	405	200	EleSquirrel Pokmon	70	1000000	60	Pachirisuパチリス	Pachirisu	417	45	90	95	electric	4	0
"['Swift Swim', 'Water Veil']"	1	1	1	2	1	1	0.5	1	1	2	1	0.5	1	1	1	1	0.5	0.5	65	5120	70	330	190	Sea Weasel Pokmon	35	1000000	55	Buoyselブイゼル	Buizel	418	60	30	85	water	4	0
"['Swift Swim', 'Water Veil']"	1	1	1	2	1	1	0.5	1	1	2	1	0.5	1	1	1	1	0.5	0.5	105	5120	70	495	75	Sea Weasel Pokmon	55	1000000	85	Floazelフローゼル	Floatzel	419	85	50	115	water	4	0
['Chlorophyll']	2	1	1	0.5	1	1	2	2	1	0.5	0.5	2	1	2	1	1	1	0.5	35	5120	70	275	190	Cherry Pokmon	45	1000000	45	Cherinboチェリンボ	Cherubi	420	62	53	35	grass	4	0
['Flower Gift']	2	1	1	0.5	1	1	2	2	1	0.5	0.5	2	1	2	1	1	1	0.5	60	5120	70	450	75	Blossom Pokmon	70	1000000	70	Cherrimチェリム	Cherrim	421	87	78	85	grass	4	0
"['Sticky Hold', 'Storm Drain', 'Sand Force']"	1	1	1	2	1	1	0.5	1	1	2	1	0.5	1	1	1	1	0.5	0.5	48	5120	70	325	190	Sea Slug Pokmon	48	1000000	76	Karanakushiカラナクシ	Shellos	422	57	62	34	water	4	0
"['Sticky Hold', 'Storm Drain', 'Sand Force']"	1	1	1	0	1	1	0.5	1	1	4	1	1	1	0.5	1	0.5	0.5	1	83	5120	70	475	75	Sea Slug Pokmon	68	1000000	111	Tritodonトリトドン	Gastrodon	423	92	82	39	water	4	0
"['Technician', 'Pickup', 'Skill Link']"	1	1	1	1	1	2	1	1	0	1	1	1	1	1	1	1	1	1	100	5120	100	482	45	Long Tail Pokmon	66	800000	75	Etebothエテボース	Ambipom	424	60	66	115	normal	4	0
"['Aftermath', 'Unburden', 'Flare Boost']"	0.25	2	1	2	1	0	1	1	2	0.5	0	2	0	0.5	1	2	1	1	50	7680	70	348	125	Balloon Pokmon	34	1640000	90	Fuwanteフワンテ	Drifloon	425	60	44	70	ghost	4	0
"['Aftermath', 'Unburden', 'Flare Boost']"	0.25	2	1	2	1	0	1	1	2	0.5	0	2	0	0.5	1	2	1	1	80	7680	70	498	60	Blimp Pokmon	44	1640000	150	Fuwarideフワライド	Drifblim	426	90	54	80	ghost	4	0
"['Run Away', 'Klutz', 'Limber']"	1	1	1	1	1	2	1	1	0	1	1	1	1	1	1	1	1	1	66	5120	0	350	190	Rabbit Pokmon	44	1000000	55	Mimirolミミロル	Buneary	427	44	56	85	normal	4	0
"['Cute Charm', 'Klutz', 'Limber']"	1	1	1	1	1	2	1	1	0	1	1	1	1	1	1	1	1	1	136	5120	140	580	60	Rabbit Pokmon	94	1000000	65	Mimilopミミロップ	Lopunny	428	54	96	135	normal	4	0
['Levitate']	0.5	2	1	1	1	0	1	1	2	1	1	1	0	0.5	1	1	1	1	60	6400	35	495	45	Magical Pokmon	60	800000	60	Mumargiムウマージ	Mismagius	429	105	105	105	ghost	4	0
"['Insomnia', 'Super Luck', 'Moxie']"	1	0.5	1	2	2	1	1	1	0.5	0.5	0	2	1	1	0	2	1	1	125	5120	35	505	30	Big Boss Pokmon	52	1059860	100	Dongkarasuドンカラス	Honchkrow	430	105	52	71	dark	4	0
"['Limber', 'Own Tempo', 'Keen Eye']"	1	1	1	1	1	2	1	1	0	1	1	1	1	1	1	1	1	1	55	5120	70	310	190	Catty Pokmon	42	800000	49	Nyarmarニャルマー	Glameow	431	42	37	85	normal	4	0
"['Thick Fat', 'Own Tempo', 'Defiant']"	1	1	1	1	1	2	1	1	0	1	1	1	1	1	1	1	1	1	82	5120	70	452	75	Tiger Cat Pokmon	64	800000	71	Bunyattoブニャット	Purugly	432	64	59	112	normal	4	0
['Levitate']	2	2	1	1	1	0.5	1	1	2	1	1	1	1	1	0.5	1	1	1	30	6400	70	285	120	Bell Pokmon	50	800000	45	Lisyanリーシャン	Chingling	433	65	50	45	psychic	4	0
